uri,cls,label
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2150>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C5>,过滤
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3954>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,离子不能大量共存
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3649>,<http://www.w3.org/2002/07/owl#NamedIndividual>,线电压
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1962>,<http://www.w3.org/2002/07/owl#NamedIndividual>,洗衣机
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1151>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,石油裂解
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2195>,<http://www.w3.org/2002/07/owl#NamedIndividual>,糖类
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3186>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,硅
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2260>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C17>,HBr
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4001>,<http://www.w3.org/2002/07/owl#NamedIndividual>,五氧化二磷中氧的化合价
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2876>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,绿矾
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2760>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C17>,$MnO_{4}^{-}$
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2999>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,波
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2470>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,垃圾处理
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2451>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C64>,甲醛
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3012>,<http://www.w3.org/2002/07/owl#NamedIndividual>,焰色反应
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2890>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,落体运动
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E487>,<http://www.w3.org/2002/07/owl#NamedIndividual>,微观
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4080>,<http://www.w3.org/2002/07/owl#NamedIndividual>,氢氧化镁
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2842>,<http://www.w3.org/2002/07/owl#NamedIndividual>,氟化银中银的化合价
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2236>,<http://www.w3.org/2002/07/owl#NamedIndividual>,酸式滴定管
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3178>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,氧化性酸
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3779>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C12>,防污染装置
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2676>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,金属材料
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2444>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,元素
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1990>,<http://www.w3.org/2002/07/owl#NamedIndividual>,雷利
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E288>,<http://www.w3.org/2002/07/owl#NamedIndividual>,有机物
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2935>,<http://www.w3.org/2002/07/owl#NamedIndividual>,镁离子
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4128>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,氟化银中氟的化合价
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1538>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C41>,氧气
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1011>,<http://www.w3.org/2002/07/owl#NamedIndividual>,浓硝酸的漂白作用
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1449>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,质量总和
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E841>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C13>,铜
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1174>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,钛合金
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1597>,<http://www.w3.org/2002/07/owl#NamedIndividual>,氯酸钙
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E751>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,果糖
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1541>,<http://www.w3.org/2002/07/owl#NamedIndividual>,碳酸氢根离子
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2412>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,根瘤菌固氮
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E599>,<http://www.w3.org/2002/07/owl#NamedIndividual>,无机过氧化物
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E146>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,有机分子
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3737>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C50>,含氧酸
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2843>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,海水制盐
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E372>,<http://www.w3.org/2002/07/owl#NamedIndividual>,化学反应速率
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E644>,<http://www.w3.org/2002/07/owl#NamedIndividual>,吸氧腐蚀
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E897>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,单体
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2115>,<http://www.w3.org/2002/07/owl#NamedIndividual>,酚酞溶液
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E193>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,海水淡化
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4272>,<http://www.w3.org/2002/07/owl#NamedIndividual>,食品添加剂
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E915>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C4>,浓硝酸使铁铝钝化
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E869>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C4>,质量守恒定律
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1058>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C13>,铁
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2812>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,配合物
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E955>,<http://www.w3.org/2002/07/owl#NamedIndividual>,范性
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E756>,<http://www.w3.org/2002/07/owl#NamedIndividual>,原子核
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1045>,<http://www.w3.org/2002/07/owl#NamedIndividual>,硫酸铝
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E807>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,影响盐类水解平衡的因素
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1786>,<http://www.w3.org/2002/07/owl#NamedIndividual>,钾离子
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E437>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,烟
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4129>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C17>,$Li^{+}$
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1766>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C48>,溴化铜
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E944>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C17>,$CaBr_{2}$
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3050>,<http://www.w3.org/2002/07/owl#NamedIndividual>,漂白粉
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E5>,<http://www.w3.org/2002/07/owl#NamedIndividual>,硫化亚铁
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2095>,<http://www.w3.org/2002/07/owl#NamedIndividual>,量筒
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3528>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,爆炸
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E591>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,合成材料
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1528>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,氯气
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2116>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C48>,碳酸氢铵
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E671>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,炼钢
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1464>,<http://www.w3.org/2002/07/owl#NamedIndividual>,润滑油
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3462>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,羟基酸
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3944>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,金属活动性顺序
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4130>,<http://www.w3.org/2002/07/owl#NamedIndividual>,电解饱和食盐水
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3434>,<http://www.w3.org/2002/07/owl#NamedIndividual>,氯化银
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3100>,<http://www.w3.org/2002/07/owl#NamedIndividual>,单质
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3126>,<http://www.w3.org/2002/07/owl#NamedIndividual>,向下排空气法
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3542>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,爱因斯坦质能方程
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2381>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,氧原子
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3136>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C31>,三氯甲烷
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2860>,<http://www.w3.org/2002/07/owl#NamedIndividual>,硅单质
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3176>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C53>,卤代烃
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E490>,<http://www.w3.org/2002/07/owl#NamedIndividual>,氮气
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2131>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C52>,磷脂
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3964>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,酸
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3803>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,环二烯烃
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4169>,<http://www.w3.org/2002/07/owl#NamedIndividual>,1-丙醇
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2484>,<http://www.w3.org/2002/07/owl#NamedIndividual>,晶胞
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3439>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C55>,烯烃
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1134>,<http://www.w3.org/2002/07/owl#NamedIndividual>,$NH_{3}$
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2679>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,缩聚反应
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2035>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,乳化现象
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1079>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C7>,联合制碱法
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4234>,<http://www.w3.org/2002/07/owl#NamedIndividual>,蒸发溶剂结晶
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4071>,<http://www.w3.org/2002/07/owl#NamedIndividual>,$MgCO_{3}$
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E251>,<http://www.w3.org/2002/07/owl#NamedIndividual>,分层推理法
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E973>,<http://www.w3.org/2002/07/owl#NamedIndividual>,关系式法
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2066>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C17>,$CaI_{2}$
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1678>,<http://www.w3.org/2002/07/owl#NamedIndividual>,溴化钠
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2716>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,石油
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4047>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,氢氟酸
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E652>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,萘
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1060>,<http://www.w3.org/2002/07/owl#NamedIndividual>,原子结构模型
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2322>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,硝酸
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E163>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,$Br^{-}$
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E69>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,氢氧化银
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3652>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,电极反应
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1276>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C2>,淀粉－碘化钾试纸
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E220>,<http://www.w3.org/2002/07/owl#NamedIndividual>,合金材料
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4198>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,正丙基
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1490>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,物质变化
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1761>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,熵变
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2039>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,热塑性
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1811>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,氦气
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2488>,<http://www.w3.org/2002/07/owl#NamedIndividual>,原子核外电子的排布
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1782>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,收音机
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E878>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C17>,$Cl_{2}O$3
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1601>,<http://www.w3.org/2002/07/owl#NamedIndividual>,最外层电子数
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2666>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,有机合成材料
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1023>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,化学性质
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1417>,<http://www.w3.org/2002/07/owl#NamedIndividual>,自制肥皂
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4276>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,发现DDT
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3696>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,物理性质
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3610>,<http://www.w3.org/2002/07/owl#NamedIndividual>,硫酸铜溶液
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3903>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C52>,维生素
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3435>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,电负性
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3061>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,化合价符号
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E415>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,乙烯
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1266>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,键长
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1195>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C48>,氯酸锌
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1828>,<http://www.w3.org/2002/07/owl#NamedIndividual>,碳酸锂
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1537>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,氰化钾
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1466>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C17>,CuO
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2158>,<http://www.w3.org/2002/07/owl#NamedIndividual>,蛋白质
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3939>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C17>,$Fe_{2}S_{3}$
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2047>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C23>,氯
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E589>,<http://www.w3.org/2002/07/owl#NamedIndividual>,场
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2245>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,灯丝用钨制
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3933>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,磁铁矿
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1406>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C17>,Kr
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1046>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C39>,氢气
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2954>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,重晶石
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3448>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C8>,卫生填埋法
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3628>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,化学变化
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E462>,<http://www.w3.org/2002/07/owl#NamedIndividual>,羧酸
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2234>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C20>,硝酸根 
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2538>,<http://www.w3.org/2002/07/owl#NamedIndividual>,碳酸氢锂中氧的化合价
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3443>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C23>,磷
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E205>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,沉降
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E546>,<http://www.w3.org/2002/07/owl#NamedIndividual>,碘单质
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2421>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,锂
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3076>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,氧化还原反应方程式配平原则
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3116>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C13>,淀粉
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1103>,<http://www.w3.org/2002/07/owl#NamedIndividual>,ZnS
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3917>,<http://www.w3.org/2002/07/owl#NamedIndividual>,染整工艺
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3507>,<http://www.w3.org/2002/07/owl#NamedIndividual>,静置沉淀
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E120>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,炔烃
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1016>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,甲烷的燃烧
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2278>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,锌单质
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3316>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C31>,石蕊
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1885>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C23>,氟
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4121>,<http://www.w3.org/2002/07/owl#NamedIndividual>,氯化钾
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4003>,<http://www.w3.org/2002/07/owl#NamedIndividual>,无机化合物
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E794>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,元素符号
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E278>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,甲苯
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3278>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,抗酸药
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3770>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,逆合成分析法
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E316>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,物态变化
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E361>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C4>,熵增原理
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E70>,<http://www.w3.org/2002/07/owl#NamedIndividual>,溴苯
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E184>,<http://www.w3.org/2002/07/owl#NamedIndividual>,$K_{2}CO_{3}$
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2293>,<http://www.w3.org/2002/07/owl#NamedIndividual>,溶剂
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4107>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,二氧化氮中氧的化合价
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E87>,<http://www.w3.org/2002/07/owl#NamedIndividual>,$Al_{2}O_{3}$
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2571>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C11>,化石燃料
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2945>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C23>,碘
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1465>,<http://www.w3.org/2002/07/owl#NamedIndividual>,同位素
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3284>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,铜合金
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3053>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,碱
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2065>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C20>,卤族元素
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1721>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,相电压
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4324>,<http://www.w3.org/2002/07/owl#NamedIndividual>,二硫化亚铁
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3109>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,放热反应
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4087>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,炭黑
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E3579>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,烧碱
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4035>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,色谱
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E1210>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,石膏
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2826>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C0>,氧化铜
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E2992>,<http://www.w3.org/2002/07/owl#NamedIndividual>,速度表
<http://edukg.org/knowledge/3.0/instance/chemistry#main-E4325>,<http://edukg.org/knowledge/3.0/class/chemistry#main-C23>,氢
